Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,DayOfWeek,Month,Day,Year,YearMonth,IsWeekend,Check_Total,Difference,High_Spending,Item_Popularity
Sandwich,2,4,8,Digital Wallet,Takeaway,2,11,8,2023,2023-11,0,8,0,0,1127
Sandwich,2,4,8,Cash,In-store,1,10,31,2023,2023-10,0,8,0,0,1127
Smoothie,3,4,12,Digital Wallet,In-store,5,1,7,2023,2023-01,1,12,0,1,1094
Cookie,5,1,5,Credit Card,In-store,1,9,5,2023,2023-09,0,5,0,0,1090
Salad,5,5,25,Credit Card,In-store,1,11,14,2023,2023-11,0,25,0,1,1146
Tea,4,1.5,6,Credit Card,Takeaway,4,10,13,2023,2023-10,0,6,0,0,1088
Tea,5,1.5,7.5,Digital Wallet,In-store,2,5,10,2023,2023-05,0,7.5,0,0,1088
Smoothie,2,4,8,Credit Card,In-store,5,10,21,2023,2023-10,1,8,0,0,1094
Tea,2,1.5,3,Digital Wallet,Takeaway,6,10,16,2023,2023-10,0,3,0,0,1088
Salad,5,5,25,Digital Wallet,In-store,4,9,8,2023,2023-09,0,25,0,1,1146
Cake,1,3,3,Digital Wallet,Takeaway,1,4,25,2023,2023-04,0,3,0,0,1138
Juice,5,3,15,Credit Card,In-store,0,9,11,2023,2023-09,0,15,0,1,1168
Coffee,3,2,6,Credit Card,Takeaway,3,4,20,2023,2023-04,0,6,0,0,1160
Salad,4,5,20,Cash,In-store,5,3,11,2023,2023-03,1,20,0,1,1146
Coffee,4,2,8,Digital Wallet,Takeaway,2,6,21,2023,2023-06,0,8,0,0,1160
Cake,4,3,12,Cash,Takeaway,6,1,8,2023,2023-01,1,12,0,1,1138
Smoothie,5,4,20,Credit Card,In-store,2,12,27,2023,2023-12,0,20,0,1,1094
Cake,2,3,6,Digital Wallet,Takeaway,1,12,12,2023,2023-12,0,6,0,0,1138
Salad,4,5,20,Digital Wallet,In-store,2,2,22,2023,2023-02,0,20,0,1,1146
Sandwich,3,4,12,Digital Wallet,Takeaway,5,4,15,2023,2023-04,1,12,0,1,1127
Juice,3,3,9,Digital Wallet,Takeaway,1,12,5,2023,2023-12,0,9,0,1,1168
Sandwich,3,4,12,Digital Wallet,In-store,1,5,9,2023,2023-05,0,12,0,1,1127
Cookie,4,1,4,Credit Card,In-store,3,9,28,2023,2023-09,0,4,0,0,1090
Cake,5,3,15,Digital Wallet,Takeaway,1,12,19,2023,2023-12,0,15,0,1,1138
Cookie,1,1,1,Credit Card,In-store,2,12,6,2023,2023-12,0,1,0,0,1090
Smoothie,4,4,16,Cash,In-store,3,3,9,2023,2023-03,0,16,0,1,1094
Cake,4,3,12,Cash,In-store,3,8,17,2023,2023-08,0,12,0,1,1138
Cookie,4,1,4,Digital Wallet,Takeaway,4,10,27,2023,2023-10,0,4,0,0,1090
Cake,5,3,15,Digital Wallet,Takeaway,4,4,21,2023,2023-04,0,15,0,1,1138
Cake,3,3,9,Credit Card,Takeaway,0,8,21,2023,2023-08,0,9,0,1,1138
Cookie,4,1,4,Credit Card,In-store,6,10,16,2023,2023-10,0,4,0,0,1090
Coffee,3,2,6,Digital Wallet,Takeaway,3,4,20,2023,2023-04,0,6,0,0,1160
Juice,5,3,15,Credit Card,In-store,6,12,3,2023,2023-12,1,15,0,1,1168
Cake,4,3,12,Digital Wallet,Takeaway,0,5,15,2023,2023-05,0,12,0,1,1138
Smoothie,5,4,20,Cash,In-store,5,11,18,2023,2023-11,1,20,0,1,1094
Tea,4,1.5,6,Digital Wallet,Takeaway,0,1,30,2023,2023-01,0,6,0,0,1088
Juice,5,3,15,Credit Card,In-store,5,12,23,2023,2023-12,1,15,0,1,1168
Salad,3,5,15,Digital Wallet,Takeaway,2,3,8,2023,2023-03,0,15,0,1,1146
Cake,5,3,15,Digital Wallet,In-store,4,4,7,2023,2023-04,0,15,0,1,1138
Sandwich,5,4,20,Cash,In-store,1,1,10,2023,2023-01,0,20,0,1,1127
Sandwich,1,4,4,Credit Card,In-store,0,5,1,2023,2023-05,0,4,0,0,1127
Smoothie,2,4,8,Credit Card,In-store,4,3,3,2023,2023-03,0,8,0,0,1094
Cookie,5,1,5,Digital Wallet,Takeaway,5,6,17,2023,2023-06,1,5,0,0,1090
Juice,2,3,6,Credit Card,In-store,4,1,6,2023,2023-01,0,6,0,0,1168
Coffee,5,2,10,Credit Card,Takeaway,3,3,16,2023,2023-03,0,10,0,1,1160
Cookie,1,1,1,Credit Card,Takeaway,3,3,30,2023,2023-03,0,1,0,0,1090
Juice,5,3,15,Credit Card,In-store,0,10,30,2023,2023-10,0,15,0,1,1168
Tea,5,1.5,7.5,Cash,In-store,0,12,25,2023,2023-12,0,7.5,0,0,1088
Sandwich,3,4,12,Digital Wallet,In-store,0,1,23,2023,2023-01,0,12,0,1,1127
Salad,3,5,15,Digital Wallet,In-store,6,9,10,2023,2023-09,1,15,0,1,1146
Sandwich,5,4,20,Credit Card,In-store,3,7,6,2023,2023-07,0,20,0,1,1127
Juice,1,3,3,Cash,Takeaway,5,8,26,2023,2023-08,1,3,0,0,1168
Juice,3,3,9,Credit Card,In-store,2,5,31,2023,2023-05,0,9,0,1,1168
Smoothie,5,4,20,Digital Wallet,In-store,2,10,4,2023,2023-10,0,20,0,1,1094
Coffee,5,2,10,Credit Card,Takeaway,0,1,9,2023,2023-01,0,10,0,1,1160
Cookie,4,1,4,Credit Card,Takeaway,2,3,15,2023,2023-03,0,4,0,0,1090
Smoothie,5,4,20,Credit Card,In-store,3,11,23,2023,2023-11,0,20,0,1,1094
Sandwich,2,4,8,Cash,Takeaway,6,3,26,2023,2023-03,1,8,0,0,1127
Sandwich,1,4,4,Digital Wallet,Takeaway,3,11,23,2023,2023-11,0,4,0,0,1127
Sandwich,3,4,12,Cash,In-store,5,2,11,2023,2023-02,1,12,0,1,1127
Coffee,1,2,2,Cash,In-store,1,3,14,2023,2023-03,0,2,0,0,1160
Sandwich,3,4,12,Credit Card,In-store,5,8,19,2023,2023-08,1,12,0,1,1127
Tea,2,1.5,3,Digital Wallet,Takeaway,3,1,26,2023,2023-01,0,3,0,0,1088
Cake,4,3,12,Cash,Takeaway,1,1,24,2023,2023-01,0,12,0,1,1138
Juice,5,3,15,Digital Wallet,In-store,1,5,9,2023,2023-05,0,15,0,1,1168
Salad,2,5,10,Credit Card,In-store,3,3,16,2023,2023-03,0,10,0,1,1146
Cake,5,3,15,Credit Card,Takeaway,6,1,29,2023,2023-01,1,15,0,1,1138
Salad,5,5,25,Digital Wallet,In-store,0,4,24,2023,2023-04,0,25,0,1,1146
Cookie,1,1,1,Credit Card,Takeaway,2,5,17,2023,2023-05,0,1,0,0,1090
Cake,2,3,6,Digital Wallet,Takeaway,4,1,20,2023,2023-01,0,6,0,0,1138
Coffee,3,2,6,Digital Wallet,Takeaway,0,11,13,2023,2023-11,0,6,0,0,1160
Smoothie,4,4,16,Credit Card,In-store,3,4,13,2023,2023-04,0,16,0,1,1094
Tea,3,1.5,4.5,Digital Wallet,Takeaway,2,3,22,2023,2023-03,0,4.5,0,0,1088
Coffee,2,2,4,Credit Card,Takeaway,2,6,28,2023,2023-06,0,4,0,0,1160
Juice,3,3,9,Digital Wallet,Takeaway,6,10,16,2023,2023-10,0,9,0,1,1168
Cookie,3,1,3,Digital Wallet,Takeaway,1,5,16,2023,2023-05,0,3,0,0,1090
Juice,4,3,12,Credit Card,In-store,6,11,5,2023,2023-11,1,12,0,1,1168
Juice,4,3,12,Digital Wallet,In-store,6,10,16,2023,2023-10,0,12,0,1,1168
Coffee,4,2,8,Digital Wallet,Takeaway,5,12,9,2023,2023-12,1,8,0,0,1160
Sandwich,5,4,20,Credit Card,Takeaway,3,5,25,2023,2023-05,0,20,0,1,1127
Tea,1,1.5,1.5,Credit Card,Takeaway,3,7,27,2023,2023-07,0,1.5,0,0,1088
Sandwich,3,4,12,Cash,Takeaway,6,12,10,2023,2023-12,1,12,0,1,1127
Sandwich,3,4,12,Cash,Takeaway,2,8,30,2023,2023-08,0,12,0,1,1127
Cookie,5,1,5,Digital Wallet,In-store,1,5,30,2023,2023-05,0,5,0,0,1090
Tea,1,1.5,1.5,Digital Wallet,Takeaway,4,7,14,2023,2023-07,0,1.5,0,0,1088
Salad,4,5,20,Digital Wallet,Takeaway,5,10,21,2023,2023-10,1,20,0,1,1146
Cake,4,3,12,Digital Wallet,Takeaway,4,3,24,2023,2023-03,0,12,0,1,1138
Smoothie,3,4,12,Cash,In-store,1,10,10,2023,2023-10,0,12,0,1,1094
Smoothie,4,4,16,Credit Card,In-store,4,6,30,2023,2023-06,0,16,0,1,1094
Coffee,4,2,8,Digital Wallet,Takeaway,1,6,13,2023,2023-06,0,8,0,0,1160
Cake,4,3,12,Credit Card,In-store,6,12,3,2023,2023-12,1,12,0,1,1138
Cake,3,3,9,Digital Wallet,Takeaway,6,1,29,2023,2023-01,1,9,0,1,1138
Sandwich,5,4,20,Cash,In-store,0,3,6,2023,2023-03,0,20,0,1,1127
Cake,3,3,9,Credit Card,In-store,2,1,18,2023,2023-01,0,9,0,1,1138
Cake,3,3,9,Cash,In-store,0,1,16,2023,2023-01,0,9,0,1,1138
Coffee,5,2,10,Credit Card,In-store,1,5,2,2023,2023-05,0,10,0,1,1160
Juice,2,3,6,Credit Card,In-store,5,10,21,2023,2023-10,1,6,0,0,1168
Salad,1,5,5,Credit Card,In-store,3,11,23,2023,2023-11,0,5,0,0,1146
Salad,3,5,15,Digital Wallet,In-store,0,1,23,2023,2023-01,0,15,0,1,1146
Sandwich,2,4,8,Credit Card,In-store,6,10,22,2023,2023-10,1,8,0,0,1127
Cake,2,3,6,Cash,In-store,6,3,26,2023,2023-03,1,6,0,0,1138
Sandwich,4,4,16,Digital Wallet,Takeaway,1,10,17,2023,2023-10,0,16,0,1,1127
Cookie,1,1,1,Digital Wallet,Takeaway,1,1,3,2023,2023-01,0,1,0,0,1090
Cake,1,3,3,Cash,Takeaway,0,7,17,2023,2023-07,0,3,0,0,1138
Smoothie,2,4,8,Credit Card,In-store,6,4,2,2023,2023-04,1,8,0,0,1094
Cookie,2,1,2,Digital Wallet,Takeaway,2,9,20,2023,2023-09,0,2,0,0,1090
Coffee,2,2,4,Digital Wallet,Takeaway,3,2,23,2023,2023-02,0,4,0,0,1160
Coffee,4,2,8,Digital Wallet,Takeaway,6,10,16,2023,2023-10,0,8,0,0,1160
Coffee,3,2,6,Digital Wallet,Takeaway,5,4,22,2023,2023-04,1,6,0,0,1160
Coffee,3,2,6,Cash,In-store,5,1,21,2023,2023-01,1,6,0,0,1160
Salad,2,5,10,Credit Card,In-store,3,8,3,2023,2023-08,0,10,0,1,1146
Cookie,2,1,2,Cash,Takeaway,5,3,18,2023,2023-03,1,2,0,0,1090
Salad,5,5,25,Credit Card,In-store,6,3,26,2023,2023-03,1,25,0,1,1146
Cookie,2,1,2,Credit Card,In-store,6,11,19,2023,2023-11,1,2,0,0,1090
Cake,3,3,9,Digital Wallet,Takeaway,3,11,30,2023,2023-11,0,9,0,1,1138
Salad,2,5,10,Digital Wallet,In-store,2,10,11,2023,2023-10,0,10,0,1,1146
Cake,5,3,15,Digital Wallet,In-store,5,11,11,2023,2023-11,1,15,0,1,1138
Coffee,1,2,2,Digital Wallet,Takeaway,0,12,18,2023,2023-12,0,2,0,0,1160
Sandwich,1,4,4,Digital Wallet,In-store,4,7,21,2023,2023-07,0,4,0,0,1127
Juice,3,3,9,Digital Wallet,In-store,6,8,27,2023,2023-08,1,9,0,1,1168
Cookie,3,1,3,Credit Card,In-store,2,11,29,2023,2023-11,0,3,0,0,1090
Sandwich,4,4,16,Credit Card,In-store,6,4,30,2023,2023-04,1,16,0,1,1127
Salad,3,5,15,Cash,In-store,1,1,3,2023,2023-01,0,15,0,1,1146
Tea,4,1.5,6,Digital Wallet,Takeaway,5,2,18,2023,2023-02,1,6,0,0,1088
Juice,5,3,15,Credit Card,In-store,4,6,2,2023,2023-06,0,15,0,1,1168
Tea,5,1.5,7.5,Cash,Takeaway,5,8,19,2023,2023-08,1,7.5,0,0,1088
Salad,3,5,15,Credit Card,In-store,5,4,8,2023,2023-04,1,15,0,1,1146
Tea,4,1.5,6,Digital Wallet,Takeaway,4,12,1,2023,2023-12,0,6,0,0,1088
Smoothie,4,4,16,Cash,In-store,4,6,16,2023,2023-06,0,16,0,1,1094
Cookie,2,1,2,Credit Card,In-store,0,2,6,2023,2023-02,0,2,0,0,1090
Juice,3,3,9,Credit Card,In-store,5,6,17,2023,2023-06,1,9,0,1,1168
Smoothie,1,4,4,Credit Card,In-store,5,1,14,2023,2023-01,1,4,0,0,1094
Juice,3,3,9,Credit Card,In-store,6,12,3,2023,2023-12,1,9,0,1,1168
Cake,5,3,15,Digital Wallet,Takeaway,4,4,28,2023,2023-04,0,15,0,1,1138
Smoothie,2,4,8,Cash,Takeaway,2,11,29,2023,2023-11,0,8,0,0,1094
Smoothie,4,4,16,Cash,In-store,2,5,24,2023,2023-05,0,16,0,1,1094
Smoothie,4,4,16,Digital Wallet,In-store,1,10,3,2023,2023-10,0,16,0,1,1094
Cake,5,3,15,Cash,In-store,0,4,24,2023,2023-04,0,15,0,1,1138
Cookie,5,1,5,Digital Wallet,Takeaway,2,5,17,2023,2023-05,0,5,0,0,1090
Juice,2,3,6,Cash,In-store,0,11,6,2023,2023-11,0,6,0,0,1168
Coffee,3,2,6,Cash,In-store,6,10,16,2023,2023-10,0,6,0,0,1160
Cookie,4,1,4,Credit Card,Takeaway,5,8,12,2023,2023-08,1,4,0,0,1090
Tea,1,1.5,1.5,Credit Card,In-store,1,3,14,2023,2023-03,0,1.5,0,0,1088
Cookie,4,1,4,Digital Wallet,Takeaway,1,7,25,2023,2023-07,0,4,0,0,1090
Salad,4,5,20,Digital Wallet,Takeaway,2,9,13,2023,2023-09,0,20,0,1,1146
Tea,3,1.5,4.5,Credit Card,In-store,5,10,21,2023,2023-10,1,4.5,0,0,1088
Salad,5,5,25,Cash,Takeaway,5,3,18,2023,2023-03,1,25,0,1,1146
Tea,4,1.5,6,Digital Wallet,Takeaway,5,10,14,2023,2023-10,1,6,0,0,1088
Sandwich,2,4,8,Credit Card,In-store,3,2,16,2023,2023-02,0,8,0,0,1127
Salad,2,5,10,Cash,In-store,6,10,16,2023,2023-10,0,10,0,1,1146
Smoothie,2,4,8,Cash,In-store,2,8,23,2023,2023-08,0,8,0,0,1094
Coffee,1,2,2,Credit Card,Takeaway,4,11,17,2023,2023-11,0,2,0,0,1160
Juice,4,3,12,Credit Card,In-store,6,10,16,2023,2023-10,0,12,0,1,1168
Smoothie,5,4,20,Credit Card,In-store,0,5,8,2023,2023-05,0,20,0,1,1094
Coffee,4,2,8,Digital Wallet,Takeaway,2,1,18,2023,2023-01,0,8,0,0,1160
Smoothie,3,4,12,Credit Card,In-store,4,12,1,2023,2023-12,0,12,0,1,1094
Cake,1,3,3,Cash,Takeaway,4,5,5,2023,2023-05,0,3,0,0,1138
Smoothie,1,4,4,Digital Wallet,Takeaway,4,11,3,2023,2023-11,0,4,0,0,1094
Coffee,3,2,6,Cash,Takeaway,6,10,16,2023,2023-10,0,6,0,0,1160
Cookie,2,1,2,Digital Wallet,Takeaway,3,9,21,2023,2023-09,0,2,0,0,1090
Tea,3,1.5,4.5,Credit Card,In-store,6,10,16,2023,2023-10,0,4.5,0,0,1088
Salad,3,5,15,Digital Wallet,Takeaway,1,6,6,2023,2023-06,0,15,0,1,1146
Juice,2,3,6,Credit Card,In-store,5,12,30,2023,2023-12,1,6,0,0,1168
Juice,5,3,15,Digital Wallet,In-store,4,12,8,2023,2023-12,0,15,0,1,1168
Smoothie,2,4,8,Credit Card,In-store,1,7,25,2023,2023-07,0,8,0,0,1094
Coffee,1,2,2,Digital Wallet,Takeaway,1,1,10,2023,2023-01,0,2,0,0,1160
Salad,3,5,15,Digital Wallet,In-store,0,5,22,2023,2023-05,0,15,0,1,1146
Tea,5,1.5,7.5,Credit Card,Takeaway,5,4,29,2023,2023-04,1,7.5,0,0,1088
Cookie,5,1,5,Digital Wallet,In-store,4,3,3,2023,2023-03,0,5,0,0,1090
Sandwich,2,4,8,Credit Card,In-store,6,3,26,2023,2023-03,1,8,0,0,1127
Cookie,1,1,1,Digital Wallet,Takeaway,6,6,25,2023,2023-06,1,1,0,0,1090
Salad,5,5,25,Credit Card,In-store,6,12,10,2023,2023-12,1,25,0,1,1146
Smoothie,2,4,8,Digital Wallet,Takeaway,0,5,8,2023,2023-05,0,8,0,0,1094
Juice,5,3,15,Credit Card,In-store,0,9,18,2023,2023-09,0,15,0,1,1168
Tea,5,1.5,7.5,Digital Wallet,In-store,0,4,17,2023,2023-04,0,7.5,0,0,1088
Cookie,5,1,5,Cash,Takeaway,2,3,8,2023,2023-03,0,5,0,0,1090
Tea,3,1.5,4.5,Cash,Takeaway,6,7,30,2023,2023-07,1,4.5,0,0,1088
Cake,5,3,15,Digital Wallet,Takeaway,4,12,22,2023,2023-12,0,15,0,1,1138
Coffee,2,2,4,Digital Wallet,Takeaway,2,3,8,2023,2023-03,0,4,0,0,1160
Juice,4,3,12,Credit Card,In-store,4,12,22,2023,2023-12,0,12,0,1,1168
Salad,5,5,25,Credit Card,In-store,3,9,7,2023,2023-09,0,25,0,1,1146
Cookie,2,1,2,Digital Wallet,Takeaway,0,7,31,2023,2023-07,0,2,0,0,1090
Juice,3,3,9,Credit Card,In-store,3,11,23,2023,2023-11,0,9,0,1,1168
Cookie,5,1,5,Cash,Takeaway,1,3,14,2023,2023-03,0,5,0,0,1090
Salad,5,5,25,Cash,In-store,0,8,14,2023,2023-08,0,25,0,1,1146
Coffee,3,2,6,Digital Wallet,Takeaway,0,8,14,2023,2023-08,0,6,0,0,1160
Smoothie,1,4,4,Credit Card,Takeaway,0,6,12,2023,2023-06,0,4,0,0,1094
Tea,4,1.5,6,Digital Wallet,Takeaway,1,7,11,2023,2023-07,0,6,0,0,1088
Coffee,1,2,2,Cash,Takeaway,6,10,16,2023,2023-10,0,2,0,0,1160
Cake,4,3,12,Cash,Takeaway,0,7,24,2023,2023-07,0,12,0,1,1138
Salad,1,5,5,Credit Card,In-store,6,10,16,2023,2023-10,0,5,0,0,1146
Cookie,2,1,2,Digital Wallet,Takeaway,1,11,14,2023,2023-11,0,2,0,0,1090
Sandwich,5,4,20,Cash,In-store,3,11,30,2023,2023-11,0,20,0,1,1127
Smoothie,2,4,8,Digital Wallet,Takeaway,5,8,19,2023,2023-08,1,8,0,0,1094
Juice,1,3,3,Cash,In-store,1,3,14,2023,2023-03,0,3,0,0,1168
Juice,3,3,9,Cash,Takeaway,0,10,2,2023,2023-10,0,9,0,1,1168
Sandwich,4,4,16,Credit Card,In-store,0,8,28,2023,2023-08,0,16,0,1,1127
Juice,2,3,6,Credit Card,In-store,2,11,15,2023,2023-11,0,6,0,0,1168
Smoothie,4,4,16,Cash,In-store,4,3,31,2023,2023-03,0,16,0,1,1094
Juice,1,3,3,Digital Wallet,In-store,6,3,26,2023,2023-03,1,3,0,0,1168
Juice,5,3,15,Credit Card,In-store,6,11,26,2023,2023-11,1,15,0,1,1168
Cake,3,3,9,Digital Wallet,In-store,4,1,20,2023,2023-01,0,9,0,1,1138
Cookie,4,1,4,Credit Card,In-store,6,7,23,2023,2023-07,1,4,0,0,1090
Sandwich,1,4,4,Digital Wallet,In-store,3,9,28,2023,2023-09,0,4,0,0,1127
Juice,1,3,3,Cash,In-store,6,10,1,2023,2023-10,1,3,0,0,1168
Cookie,4,1,4,Digital Wallet,Takeaway,5,2,4,2023,2023-02,1,4,0,0,1090
Smoothie,2,4,8,Credit Card,In-store,4,12,22,2023,2023-12,0,8,0,0,1094
Cake,2,3,6,Digital Wallet,Takeaway,3,6,8,2023,2023-06,0,6,0,0,1138
Sandwich,3,4,12,Credit Card,In-store,2,3,29,2023,2023-03,0,12,0,1,1127
Cake,1,3,3,Digital Wallet,Takeaway,2,7,19,2023,2023-07,0,3,0,0,1138
Cookie,1,1,1,Credit Card,In-store,6,4,2,2023,2023-04,1,1,0,0,1090
Sandwich,1,4,4,Cash,In-store,6,10,16,2023,2023-10,0,4,0,0,1127
Sandwich,1,4,4,Credit Card,In-store,6,4,23,2023,2023-04,1,4,0,0,1127
Juice,3,3,9,Credit Card,Takeaway,4,9,22,2023,2023-09,0,9,0,1,1168
Cookie,1,1,1,Cash,Takeaway,4,5,12,2023,2023-05,0,1,0,0,1090
Cookie,2,1,2,Credit Card,In-store,0,8,14,2023,2023-08,0,2,0,0,1090
Tea,5,1.5,7.5,Credit Card,Takeaway,0,4,24,2023,2023-04,0,7.5,0,0,1088
Coffee,4,2,8,Digital Wallet,Takeaway,6,3,19,2023,2023-03,1,8,0,0,1160
Tea,2,1.5,3,Digital Wallet,Takeaway,2,6,21,2023,2023-06,0,3,0,0,1088
Cake,5,3,15,Digital Wallet,Takeaway,3,6,15,2023,2023-06,0,15,0,1,1138
Cookie,1,1,1,Credit Card,In-store,4,2,3,2023,2023-02,0,1,0,0,1090
Smoothie,1,4,4,Digital Wallet,Takeaway,5,4,29,2023,2023-04,1,4,0,0,1094
Juice,3,3,9,Cash,In-store,2,5,24,2023,2023-05,0,9,0,1,1168
Sandwich,3,4,12,Credit Card,Takeaway,5,12,16,2023,2023-12,1,12,0,1,1127
Juice,1,3,3,Digital Wallet,In-store,0,10,30,2023,2023-10,0,3,0,0,1168
Juice,2,3,6,Credit Card,In-store,6,10,8,2023,2023-10,1,6,0,0,1168
Cake,1,3,3,Credit Card,Takeaway,4,10,13,2023,2023-10,0,3,0,0,1138
Juice,2,3,6,Credit Card,In-store,4,3,10,2023,2023-03,0,6,0,0,1168
Juice,5,3,15,Credit Card,In-store,0,1,30,2023,2023-01,0,15,0,1,1168
Tea,2,1.5,3,Digital Wallet,Takeaway,0,7,10,2023,2023-07,0,3,0,0,1088
Salad,2,5,10,Cash,In-store,3,10,12,2023,2023-10,0,10,0,1,1146
Smoothie,2,4,8,Cash,In-store,5,8,26,2023,2023-08,1,8,0,0,1094
Coffee,4,2,8,Credit Card,In-store,6,4,30,2023,2023-04,1,8,0,0,1160
Cake,2,3,6,Digital Wallet,Takeaway,1,5,23,2023,2023-05,0,6,0,0,1138
Cookie,2,1,2,Credit Card,Takeaway,6,11,5,2023,2023-11,1,2,0,0,1090
Tea,3,1.5,4.5,Digital Wallet,Takeaway,3,9,14,2023,2023-09,0,4.5,0,0,1088
Coffee,5,2,10,Digital Wallet,Takeaway,1,10,17,2023,2023-10,0,10,0,1,1160
Tea,1,1.5,1.5,Digital Wallet,In-store,1,12,26,2023,2023-12,0,1.5,0,0,1088
Cookie,5,1,5,Digital Wallet,Takeaway,1,1,17,2023,2023-01,0,5,0,0,1090
Sandwich,1,4,4,Credit Card,In-store,1,7,25,2023,2023-07,0,4,0,0,1127
Juice,4,3,12,Cash,Takeaway,3,10,26,2023,2023-10,0,12,0,1,1168
Salad,3,5,15,Digital Wallet,Takeaway,0,11,20,2023,2023-11,0,15,0,1,1146
Juice,4,3,12,Digital Wallet,Takeaway,3,1,5,2023,2023-01,0,12,0,1,1168
Tea,2,1.5,3,Credit Card,In-store,4,6,16,2023,2023-06,0,3,0,0,1088
Coffee,5,2,10,Cash,In-store,1,4,18,2023,2023-04,0,10,0,1,1160
Coffee,3,2,6,Digital Wallet,Takeaway,1,1,31,2023,2023-01,0,6,0,0,1160
Coffee,5,2,10,Cash,Takeaway,3,2,2,2023,2023-02,0,10,0,1,1160
Sandwich,4,4,16,Credit Card,In-store,5,6,17,2023,2023-06,1,16,0,1,1127
Salad,5,5,25,Cash,In-store,6,10,16,2023,2023-10,0,25,0,1,1146
Sandwich,1,4,4,Digital Wallet,Takeaway,2,12,6,2023,2023-12,0,4,0,0,1127
Smoothie,2,4,8,Digital Wallet,In-store,0,12,11,2023,2023-12,0,8,0,0,1094
Salad,4,5,20,Credit Card,In-store,6,10,16,2023,2023-10,0,20,0,1,1146
Smoothie,2,4,8,Cash,In-store,3,6,15,2023,2023-06,0,8,0,0,1094
Cake,3,3,9,Digital Wallet,Takeaway,5,5,20,2023,2023-05,1,9,0,1,1138
Coffee,4,2,8,Digital Wallet,Takeaway,3,7,20,2023,2023-07,0,8,0,0,1160
Sandwich,5,4,20,Credit Card,In-store,0,5,22,2023,2023-05,0,20,0,1,1127
Sandwich,1,4,4,Credit Card,In-store,4,8,11,2023,2023-08,0,4,0,0,1127
Juice,1,3,3,Cash,In-store,0,12,18,2023,2023-12,0,3,0,0,1168
Sandwich,2,4,8,Digital Wallet,Takeaway,4,8,18,2023,2023-08,0,8,0,0,1127
Coffee,3,2,6,Cash,Takeaway,1,7,18,2023,2023-07,0,6,0,0,1160
Smoothie,1,4,4,Digital Wallet,Takeaway,2,3,1,2023,2023-03,0,4,0,0,1094
Salad,2,5,10,Credit Card,In-store,5,3,18,2023,2023-03,1,10,0,1,1146
Juice,3,3,9,Cash,In-store,6,1,8,2023,2023-01,1,9,0,1,1168
Cookie,3,1,3,Cash,Takeaway,5,1,7,2023,2023-01,1,3,0,0,1090
Cake,3,3,9,Digital Wallet,Takeaway,4,1,27,2023,2023-01,0,9,0,1,1138
Smoothie,2,4,8,Digital Wallet,In-store,6,7,2,2023,2023-07,1,8,0,0,1094
Cake,1,3,3,Digital Wallet,Takeaway,3,9,14,2023,2023-09,0,3,0,0,1138
Smoothie,1,4,4,Cash,In-store,6,3,5,2023,2023-03,1,4,0,0,1094
Salad,4,5,20,Credit Card,In-store,4,8,18,2023,2023-08,0,20,0,1,1146
Cookie,3,1,3,Credit Card,Takeaway,4,8,11,2023,2023-08,0,3,0,0,1090
Salad,1,5,5,Credit Card,Takeaway,6,5,21,2023,2023-05,1,5,0,0,1146
Cake,3,3,9,Digital Wallet,Takeaway,1,9,26,2023,2023-09,0,9,0,1,1138
Cake,2,3,6,Cash,Takeaway,5,4,8,2023,2023-04,1,6,0,0,1138
Sandwich,4,4,16,Credit Card,Takeaway,6,6,18,2023,2023-06,1,16,0,1,1127
Coffee,5,2,10,Digital Wallet,Takeaway,6,12,24,2023,2023-12,1,10,0,1,1160
Tea,1,1.5,1.5,Cash,In-store,1,11,14,2023,2023-11,0,1.5,0,0,1088
Tea,2,1.5,3,Digital Wallet,Takeaway,4,10,27,2023,2023-10,0,3,0,0,1088
Salad,1,5,5,Cash,In-store,0,2,27,2023,2023-02,0,5,0,0,1146
Tea,3,1.5,4.5,Digital Wallet,In-store,6,10,29,2023,2023-10,1,4.5,0,0,1088
Cookie,4,1,4,Credit Card,In-store,0,10,2,2023,2023-10,0,4,0,0,1090
Salad,5,5,25,Digital Wallet,Takeaway,5,8,5,2023,2023-08,1,25,0,1,1146
Salad,2,5,10,Credit Card,In-store,3,9,21,2023,2023-09,0,10,0,1,1146
Cake,2,3,6,Digital Wallet,Takeaway,2,3,29,2023,2023-03,0,6,0,0,1138
Juice,4,3,12,Digital Wallet,Takeaway,1,2,28,2023,2023-02,0,12,0,1,1168
Coffee,3,2,6,Digital Wallet,Takeaway,6,11,5,2023,2023-11,1,6,0,0,1160
Juice,4,3,12,Cash,Takeaway,4,6,2,2023,2023-06,0,12,0,1,1168
Sandwich,5,4,20,Digital Wallet,In-store,0,9,25,2023,2023-09,0,20,0,1,1127
Sandwich,5,4,20,Digital Wallet,In-store,1,10,3,2023,2023-10,0,20,0,1,1127
Salad,4,5,20,Credit Card,In-store,3,3,16,2023,2023-03,0,20,0,1,1146
Juice,5,3,15,Credit Card,Takeaway,1,7,18,2023,2023-07,0,15,0,1,1168
Cake,2,3,6,Credit Card,Takeaway,5,8,12,2023,2023-08,1,6,0,0,1138
Cookie,4,1,4,Digital Wallet,Takeaway,0,5,29,2023,2023-05,0,4,0,0,1090
